Round,Agent,Bid,Winning_Bid
1780,Agent 4,1.0,True
1780,Agent 5,1.0,True
1781,Agent 1,1.0235978364944458,False
1781,Agent 2,1.0,True
1781,Agent 3,1.0432225465774536,False
1781,Agent 4,1.0,True
1781,Agent 5,1.0262317657470703,False
1782,Agent 1,1.0,True
1782,Agent 2,1.0215566158294678,False
1782,Agent 3,1.0491446256637573,False
1782,Agent 4,1.0,True
1782,Agent 5,1.0561660528182983,False
1783,Agent 1,1.0,True
1783,Agent 2,1.0364636182785034,False
1783,Agent 3,1.0490504503250122,False
1783,Agent 4,1.072290062904358,False
1783,Agent 5,1.079429268836975,False
1784,Agent 1,1.0,True
1784,Agent 2,1.0445932149887085,False
1784,Agent 3,1.0450454950332642,False
1784,Agent 4,1.1090234518051147,False
1784,Agent 5,1.0840723514556885,False
1785,Agent 1,1.0101408958435059,True
1785,Agent 2,1.0318043231964111,False
1785,Agent 3,1.036076545715332,False
1785,Agent 4,1.1290059089660645,False
1785,Agent 5,1.0736310482025146,False
1786,Agent 1,1.0378541946411133,False
1786,Agent 2,1.002827525138855,True
1786,Agent 3,1.0384082794189453,False
1786,Agent 4,1.143752098083496,False
1786,Agent 5,1.0648696422576904,False
1787,Agent 1,1.051487922668457,False
1787,Agent 2,1.0,True
1787,Agent 3,1.0287179946899414,False
1787,Agent 4,1.141923427581787,False
1787,Agent 5,1.044965386390686,False
1788,Agent 1,1.0573612451553345,False
1788,Agent 2,1.0,True
1788,Agent 3,1.027763843536377,False
1788,Agent 4,1.1213122606277466,False
1788,Agent 5,1.010132074356079,False
1789,Agent 1,1.0538359880447388,False
1789,Agent 2,1.0110697746276855,False
1789,Agent 3,1.0,True
1789,Agent 4,1.0827288627624512,False
1789,Agent 5,1.0,True
1790,Agent 1,1.034301996231079,False
1790,Agent 2,1.0167737007141113,False
1790,Agent 3,1.0036225318908691,False
1790,Agent 4,1.0268654823303223,False
1790,Agent 5,1.0,True
1791,Agent 1,1.0068029165267944,False
1791,Agent 2,1.0063912868499756,False
1791,Agent 3,1.0,True
1791,Agent 4,1.0,True
1791,Agent 5,1.0,True
1792,Agent 1,1,True
1792,Agent 2,1,True
1792,Agent 3,1,True
1792,Agent 4,1,True
1792,Agent 5,1,True
1793,Agent 1,1,True
1793,Agent 2,1,True
1793,Agent 3,1,True
1793,Agent 4,1,True
1793,Agent 5,1,True
1794,Agent 1,1,True
1794,Agent 2,1,True
1794,Agent 3,1,True
1794,Agent 4,1,True
1794,Agent 5,1,True
1795,Agent 1,1.0,True
1795,Agent 2,1.0,True
1795,Agent 3,1.0015774965286255,False
1795,Agent 4,1.0,True
1795,Agent 5,1.0,True
1796,Agent 1,1.0,True
1796,Agent 2,1.0286539793014526,False
1796,Agent 3,1.019618272781372,False
1796,Agent 4,1.0,True
1796,Agent 5,1.0,True
1797,Agent 1,1.0,True
1797,Agent 2,1.0526365041732788,False
1797,Agent 3,1.0339349508285522,False
1797,Agent 4,1.0,True
1797,Agent 5,1.0,True
1798,Agent 1,1.0,True
1798,Agent 2,1.0629279613494873,False
1798,Agent 3,1.0268946886062622,False
1798,Agent 4,1.0,True
1798,Agent 5,1.0311000347137451,False
1799,Agent 1,1.0,True
1799,Agent 2,1.0641688108444214,False
1799,Agent 3,1.0306689739227295,False
1799,Agent 4,1.019336462020874,False
1799,Agent 5,1.0623334646224976,False
1800,Agent 1,1.0,True
1800,Agent 2,1.0426642894744873,False
1800,Agent 3,1.0195205211639404,False
1800,Agent 4,1.0503240823745728,False
1800,Agent 5,1.0872018337249756,False
1801,Agent 1,1.0119526386260986,False
1801,Agent 2,1.0,True
1801,Agent 3,1.0,True
1801,Agent 4,1.066328525543213,False
1801,Agent 5,1.0864372253417969,False
1802,Agent 1,1.0398077964782715,False
1802,Agent 2,1.0,True
1802,Agent 3,1.0,True
1802,Agent 4,1.074721097946167,False
1802,Agent 5,1.0680886507034302,False
1803,Agent 1,1.063607931137085,False
1803,Agent 2,1.0,True
1803,Agent 3,1.0,True
1803,Agent 4,1.0714449882507324,False
1803,Agent 5,1.051866054534912,False
1804,Agent 1,1.0638079643249512,False
1804,Agent 2,1.0,True
1804,Agent 3,1.0020074844360352,False
1804,Agent 4,1.0354875326156616,False
1804,Agent 5,1.02749502658844,False
1805,Agent 1,1.049454927444458,False
1805,Agent 2,1.035888433456421,False
1805,Agent 3,1.0246224403381348,False
1805,Agent 4,1.0,True
1805,Agent 5,1.00180184841156,False
1806,Agent 1,1.0133599042892456,False
1806,Agent 2,1.0348012447357178,False
1806,Agent 3,1.0,True
1806,Agent 4,1.0,True
1806,Agent 5,1.0,True
1807,Agent 1,1.0,True
1807,Agent 2,1.0332775115966797,False
1807,Agent 3,1.0163074731826782,False
1807,Agent 4,1.0,True
1807,Agent 5,1.0,True
1808,Agent 1,1.0,True
1808,Agent 2,1.011647343635559,False
1808,Agent 3,1.0266549587249756,False
1808,Agent 4,1.0,True
1808,Agent 5,1.0,True
1809,Agent 1,1.0,True
1809,Agent 2,1.0,True
1809,Agent 3,1.0354976654052734,False
1809,Agent 4,1.0,True
1809,Agent 5,1.0,True
1810,Agent 1,1.0,True
1810,Agent 2,1.0,True
1810,Agent 3,1.0033071041107178,False
1810,Agent 4,1.0,True
1810,Agent 5,1.0,True
1811,Agent 1,1,True
1811,Agent 2,1,True
1811,Agent 3,1,True
1811,Agent 4,1,True
1811,Agent 5,1,True
1812,Agent 1,1.0,True
1812,Agent 2,1.0207207202911377,False
1812,Agent 3,1.0,True
1812,Agent 4,1.0073037147521973,False
1812,Agent 5,1.0,True
1813,Agent 1,1.0,True
1813,Agent 2,1.0486454963684082,False
1813,Agent 3,1.0,True
1813,Agent 4,1.0173828601837158,False
1813,Agent 5,1.016692876815796,False
1814,Agent 1,1.0,True
1814,Agent 2,1.0562855005264282,False
1814,Agent 3,1.0174020528793335,False
1814,Agent 4,1.0098966360092163,False
1814,Agent 5,1.0292123556137085,False
1815,Agent 1,1.0,True
1815,Agent 2,1.0535392761230469,False
1815,Agent 3,1.0333549976348877,False
1815,Agent 4,1.0,True
1815,Agent 5,1.0340632200241089,False
1816,Agent 1,1.0290095806121826,False
1816,Agent 2,1.0231081247329712,False
1816,Agent 3,1.014635682106018,False
1816,Agent 4,1.0,True
1816,Agent 5,1.0280942916870117,False
1817,Agent 1,1.0467839241027832,False
1817,Agent 2,1.0,True
1817,Agent 3,1.0,True
1817,Agent 4,1.0,True
1817,Agent 5,1.0105241537094116,False
1818,Agent 1,1.0488274097442627,False
1818,Agent 2,1.0,True
1818,Agent 3,1.0,True
1818,Agent 4,1.0,True
1818,Agent 5,1.0,True
1819,Agent 1,1.0469393730163574,False
1819,Agent 2,1.0,True
1819,Agent 3,1.0173890590667725,False
1819,Agent 4,1.009149432182312,False
1819,Agent 5,1.0,True
1820,Agent 1,1.0400958061218262,False
1820,Agent 2,1.0,True
1820,Agent 3,1.0391550064086914,False
1820,Agent 4,1.0144959688186646,False
1820,Agent 5,1.0,True
1821,Agent 1,1.01609468460083,False
1821,Agent 2,1.0,True
1821,Agent 3,1.0160906314849854,False
1821,Agent 4,1.0017244815826416,False
1821,Agent 5,1.0,True
1822,Agent 1,1.0,True
1822,Agent 2,1.037422776222229,False
1822,Agent 3,1.0175594091415405,False
1822,Agent 4,1.0,True
1822,Agent 5,1.0,True
1823,Agent 1,1.0,True
1823,Agent 2,1.0652103424072266,False
1823,Agent 3,1.0,True
1823,Agent 4,1.0,True
1823,Agent 5,1.0,True
1824,Agent 1,1.0,True
1824,Agent 2,1.0723321437835693,False
1824,Agent 3,1.0,True
1824,Agent 4,1.0,True
1824,Agent 5,1.0111042261123657,False
1825,Agent 1,1.0,True
1825,Agent 2,1.0709669589996338,False
1825,Agent 3,1.000327229499817,False
1825,Agent 4,1.0,True
1825,Agent 5,1.0304334163665771,False
1826,Agent 1,1.0,True
1826,Agent 2,1.0452251434326172,False
1826,Agent 3,1.002659797668457,False
1826,Agent 4,1.011596918106079,False
1826,Agent 5,1.0465136766433716,False
1827,Agent 1,1.0,True
1827,Agent 2,1.0112743377685547,False
1827,Agent 3,1.0,True
1827,Agent 4,1.0206704139709473,False
1827,Agent 5,1.058868408203125,False
1828,Agent 1,1.0,True
1828,Agent 2,1.0,True
1828,Agent 3,1.003365159034729,False
1828,Agent 4,1.0249121189117432,False
1828,Agent 5,1.060196876525879,False
1829,Agent 1,1.0169527530670166,False
1829,Agent 2,1.0,True
1829,Agent 3,1.0197230577468872,False
1829,Agent 4,1.010667085647583,False
1829,Agent 5,1.0408689975738525,False
1830,Agent 1,1.033345341682434,False
1830,Agent 2,1.0,True
1830,Agent 3,1.0,True
1830,Agent 4,1.0,True
1830,Agent 5,1.0097873210906982,False
1831,Agent 1,1.0363143682479858,False
1831,Agent 2,1.0,True
1831,Agent 3,1.011298418045044,False
1831,Agent 4,1.0,True
1831,Agent 5,1.0,True
1832,Agent 1,1.0353184938430786,False
1832,Agent 2,1.0,True
1832,Agent 3,1.0108498334884644,False
1832,Agent 4,1.0,True
1832,Agent 5,1.0,True
1833,Agent 1,1.027384638786316,False
1833,Agent 2,1.0,True
1833,Agent 3,1.0,True
1833,Agent 4,1.0053170919418335,False
1833,Agent 5,1.0,True
1834,Agent 1,1.0092432498931885,False
1834,Agent 2,1.0,True
1834,Agent 3,1.0,True
1834,Agent 4,1.002447485923767,False
1834,Agent 5,1.0,True
1835,Agent 1,1.0,True
1835,Agent 2,1.0567913055419922,False
1835,Agent 3,1.0,True
1835,Agent 4,1.0,True
1835,Agent 5,1.0,True
1836,Agent 1,1.0,True
1836,Agent 2,1.0739527940750122,False
1836,Agent 3,1.0110080242156982,False
1836,Agent 4,1.0,True
1836,Agent 5,1.0,True
1837,Agent 1,1.0,True
1837,Agent 2,1.0640275478363037,False
1837,Agent 3,1.0215662717819214,False
1837,Agent 4,1.0,True
1837,Agent 5,1.0,True
1838,Agent 1,1.0,True
1838,Agent 2,1.027806043624878,False
1838,Agent 3,1.0018936395645142,False
1838,Agent 4,1.0041735172271729,False
1838,Agent 5,1.0,True
1839,Agent 1,1.0,True
1839,Agent 2,1.0,True
1839,Agent 3,1.0,True
1839,Agent 4,1.008925199508667,False
1839,Agent 5,1.0158345699310303,False
1840,Agent 1,1.0,True
1840,Agent 2,1.0,True
1840,Agent 3,1.0,True
1840,Agent 4,1.0054041147232056,False
1840,Agent 5,1.0258221626281738,False
1841,Agent 1,1.0,True
1841,Agent 2,1.0,True
1841,Agent 3,1.0,True
1841,Agent 4,1.0,True
1841,Agent 5,1.029093623161316,False
1842,Agent 1,1.0,True
1842,Agent 2,1.0,True
1842,Agent 3,1.0,True
1842,Agent 4,1.0,True
1842,Agent 5,1.0261685848236084,False
1843,Agent 1,1.0330692529678345,False
1843,Agent 2,1.0,True
1843,Agent 3,1.0565309524536133,False
1843,Agent 4,1.0,True
1843,Agent 5,1.0193638801574707,False
1844,Agent 1,1.0570552349090576,False
1844,Agent 2,1.0245513916015625,False
1844,Agent 3,1.0881949663162231,False
1844,Agent 4,1.0112251043319702,False
1844,Agent 5,1.0000885725021362,True
1845,Agent 1,1.0748136043548584,False
1845,Agent 2,1.0428926944732666,False
1845,Agent 3,1.107503890991211,False
1845,Agent 4,1.022753357887268,False
1845,Agent 5,1.0,True
1846,Agent 1,1.0691176652908325,False
1846,Agent 2,1.0400543212890625,False
1846,Agent 3,1.0903403759002686,False
1846,Agent 4,1.0183171033859253,False
1846,Agent 5,1.0,True
1847,Agent 1,1.0632083415985107,False
1847,Agent 2,1.032081127166748,False
1847,Agent 3,1.0517092943191528,False
1847,Agent 4,1.0010632276535034,False
1847,Agent 5,1.0,True
1848,Agent 1,1.0480620861053467,False
1848,Agent 2,1.0176074504852295,False
1848,Agent 3,1.0007617473602295,False
1848,Agent 4,1.0,True
1848,Agent 5,1.0087611675262451,False
1849,Agent 1,1.0257720947265625,False
1849,Agent 2,1.0,True
1849,Agent 3,1.0,True
1849,Agent 4,1.0,True
1849,Agent 5,1.001287579536438,False
1850,Agent 1,1,True
1850,Agent 2,1,True
1850,Agent 3,1,True
1850,Agent 4,1,True
1850,Agent 5,1,True
1851,Agent 1,1,True
1851,Agent 2,1,True
1851,Agent 3,1,True
1851,Agent 4,1,True
1851,Agent 5,1,True
1852,Agent 1,1,True
1852,Agent 2,1,True
1852,Agent 3,1,True
1852,Agent 4,1,True
1852,Agent 5,1,True
1853,Agent 1,1,True
1853,Agent 2,1,True
1853,Agent 3,1,True
1853,Agent 4,1,True
1853,Agent 5,1,True
1854,Agent 1,1.0,True
1854,Agent 2,1.023299217224121,False
1854,Agent 3,1.0,True
1854,Agent 4,1.0243335962295532,False
1854,Agent 5,1.0,True
1855,Agent 1,1.0,True
1855,Agent 2,1.03761887550354,False
1855,Agent 3,1.0,True
1855,Agent 4,1.042391061782837,False
1855,Agent 5,1.0101206302642822,False
1856,Agent 1,1.0,True
1856,Agent 2,1.041255235671997,False
1856,Agent 3,1.0523321628570557,False
1856,Agent 4,1.0486637353897095,False
1856,Agent 5,1.0106186866760254,False
1857,Agent 1,1.0,True
1857,Agent 2,1.0432343482971191,False
1857,Agent 3,1.1000571250915527,False
1857,Agent 4,1.0538854598999023,False
1857,Agent 5,1.0058269500732422,False
1858,Agent 1,1.0,True
1858,Agent 2,1.0208293199539185,False
1858,Agent 3,1.1024441719055176,False
1858,Agent 4,1.0390537977218628,False
1858,Agent 5,1.0,True
1859,Agent 1,1.0,True
1859,Agent 2,1.0,True
1859,Agent 3,1.110612154006958,False
1859,Agent 4,1.0143977403640747,False
1859,Agent 5,1.0,True
1860,Agent 1,1.0,True
1860,Agent 2,1.0,True
1860,Agent 3,1.109413981437683,False
1860,Agent 4,1.0,True
1860,Agent 5,1.0,True
1861,Agent 1,1.0,True
1861,Agent 2,1.0,True
1861,Agent 3,1.1161906719207764,False
1861,Agent 4,1.0,True
1861,Agent 5,1.0,True
1862,Agent 1,1.0,True
1862,Agent 2,1.0,True
1862,Agent 3,1.0874404907226562,False
1862,Agent 4,1.0,True
1862,Agent 5,1.0,True
1863,Agent 1,1.0338901281356812,False
1863,Agent 2,1.0222934484481812,False
1863,Agent 3,1.0584321022033691,False
1863,Agent 4,1.0,True
1863,Agent 5,1.0,True
1864,Agent 1,1.055841088294983,False
1864,Agent 2,1.0471429824829102,False
1864,Agent 3,1.0332754850387573,False
1864,Agent 4,1.0,True
1864,Agent 5,1.0019947290420532,False
1865,Agent 1,1.0691075325012207,False
1865,Agent 2,1.05595862865448,False
1865,Agent 3,1.0,True
1865,Agent 4,1.0100139379501343,False
1865,Agent 5,1.0079009532928467,False
1866,Agent 1,1.0537694692611694,False
1866,Agent 2,1.0431766510009766,False
1866,Agent 3,1.0,True
1866,Agent 4,1.01339852809906,False
1866,Agent 5,1.0,True
1867,Agent 1,1.0386892557144165,False
1867,Agent 2,1.0239667892456055,False
1867,Agent 3,1.0,True
1867,Agent 4,1.0144314765930176,False
1867,Agent 5,1.0,True
1868,Agent 1,1.0151910781860352,False
1868,Agent 2,1.0031076669692993,False
1868,Agent 3,1.0,True
1868,Agent 4,1.007928729057312,False
1868,Agent 5,1.0053203105926514,False
1869,Agent 1,1.0,True
1869,Agent 2,1.0,True
1869,Agent 3,1.0,True
1869,Agent 4,1.0,True
1869,Agent 5,1.0076096057891846,False
1870,Agent 1,1.0,True
1870,Agent 2,1.0,True
1870,Agent 3,1.0149343013763428,False
1870,Agent 4,1.0,True
1870,Agent 5,1.0,True
1871,Agent 1,1.0,True
1871,Agent 2,1.0,True
1871,Agent 3,1.0324267148971558,False
1871,Agent 4,1.0,True
1871,Agent 5,1.0,True
1872,Agent 1,1.0,True
1872,Agent 2,1.0,True
1872,Agent 3,1.0407087802886963,False
1872,Agent 4,1.0041810274124146,False
1872,Agent 5,1.0085846185684204,False
1873,Agent 1,1.0,True
1873,Agent 2,1.025386929512024,False
1873,Agent 3,1.011118769645691,False
1873,Agent 4,1.0095813274383545,False
1873,Agent 5,1.0,True
1874,Agent 1,1.0,True
1874,Agent 2,1.0428036451339722,False
1874,Agent 3,1.0,True
1874,Agent 4,1.009885311126709,False
1874,Agent 5,1.0,True
1875,Agent 1,1.0,True
1875,Agent 2,1.0464584827423096,False
1875,Agent 3,1.0,True
1875,Agent 4,1.0025726556777954,False
1875,Agent 5,1.0044794082641602,False
1876,Agent 1,1.0,True
1876,Agent 2,1.0325992107391357,False
1876,Agent 3,1.0,True
1876,Agent 4,1.0,True
1876,Agent 5,1.0,True
1877,Agent 1,1.0273561477661133,False
1877,Agent 2,1.0092250108718872,False
1877,Agent 3,1.0,True
1877,Agent 4,1.0,True
1877,Agent 5,1.0,True
1878,Agent 1,1.0481222867965698,False
1878,Agent 2,1.0,True
1878,Agent 3,1.0,True
1878,Agent 4,1.0,True
1878,Agent 5,1.0028512477874756,False
1879,Agent 1,1.0612934827804565,False
1879,Agent 2,1.0,True
1879,Agent 3,1.0232627391815186,False
1879,Agent 4,1.0147387981414795,False
1879,Agent 5,1.000088095664978,False
1880,Agent 1,1.0519893169403076,False
1880,Agent 2,1.0,True
1880,Agent 3,1.0502033233642578,False
1880,Agent 4,1.0255413055419922,False
1880,Agent 5,1.0,True
1881,Agent 1,1.032917857170105,False
1881,Agent 2,1.0,True
1881,Agent 3,1.0486414432525635,False
1881,Agent 4,1.0241888761520386,False
1881,Agent 5,1.0,True
1882,Agent 1,1.0073628425598145,False
1882,Agent 2,1.0,True
1882,Agent 3,1.0462877750396729,False
1882,Agent 4,1.0205737352371216,False
1882,Agent 5,1.0,True
1883,Agent 1,1.0,True
1883,Agent 2,1.0155727863311768,False
1883,Agent 3,1.041857361793518,False
1883,Agent 4,1.0074204206466675,False
1883,Agent 5,1.0,True
1884,Agent 1,1.0,True
1884,Agent 2,1.0341393947601318,False
1884,Agent 3,1.0199507474899292,False
1884,Agent 4,1.0,True
1884,Agent 5,1.0,True
1885,Agent 1,1.0,True
1885,Agent 2,1.0293935537338257,False
1885,Agent 3,1.0,True
1885,Agent 4,1.0,True
1885,Agent 5,1.0121498107910156,False
1886,Agent 1,1.0,True
1886,Agent 2,1.0145184993743896,False
1886,Agent 3,1.0,True
1886,Agent 4,1.0,True
1886,Agent 5,1.0204529762268066,False
1887,Agent 1,1.0,True
1887,Agent 2,1.0,True
1887,Agent 3,1.0,True
1887,Agent 4,1.0,True
1887,Agent 5,1.0124433040618896,False
1888,Agent 1,1.0,True
1888,Agent 2,1.0,True
1888,Agent 3,1.005016803741455,False
1888,Agent 4,1.0,True
1888,Agent 5,1.0,True
1889,Agent 1,1.0,True
1889,Agent 2,1.0,True
1889,Agent 3,1.0106215476989746,False
1889,Agent 4,1.007171392440796,False
1889,Agent 5,1.0,True
1890,Agent 1,1.0,True
1890,Agent 2,1.0,True
1890,Agent 3,1.0128620862960815,False
1890,Agent 4,1.0178760290145874,False
1890,Agent 5,1.0,True
1891,Agent 1,1.0,True
1891,Agent 2,1.0293617248535156,False
1891,Agent 3,1.0076984167099,False
1891,Agent 4,1.0228736400604248,False
1891,Agent 5,1.0,True
1892,Agent 1,1.0,True
1892,Agent 2,1.0403919219970703,False
1892,Agent 3,1.0,True
1892,Agent 4,1.012702226638794,False
1892,Agent 5,1.0,True
1893,Agent 1,1.0,True
1893,Agent 2,1.0362091064453125,False
1893,Agent 3,1.0,True
1893,Agent 4,1.0,True
1893,Agent 5,1.0,True
1894,Agent 1,1.0179071426391602,False
1894,Agent 2,1.0291993618011475,False
1894,Agent 3,1.0,True
1894,Agent 4,1.0,True
1894,Agent 5,1.0164909362792969,False
1895,Agent 1,1.029450535774231,False
1895,Agent 2,1.0034469366073608,False
1895,Agent 3,1.0,True
1895,Agent 4,1.0,True
1895,Agent 5,1.0205516815185547,False
1896,Agent 1,1.0326523780822754,False
1896,Agent 2,1.0,True
1896,Agent 3,1.0307269096374512,False
1896,Agent 4,1.0106042623519897,False
1896,Agent 5,1.017578363418579,False
1897,Agent 1,1.0250129699707031,False
1897,Agent 2,1.0,True
1897,Agent 3,1.0520416498184204,False
1897,Agent 4,1.0100953578948975,False
1897,Agent 5,1.0074191093444824,False
1898,Agent 1,1.0132609605789185,False
1898,Agent 2,1.0,True
1898,Agent 3,1.0609983205795288,False
1898,Agent 4,1.0059068202972412,False
1898,Agent 5,1.0,True
1899,Agent 1,1.0,True
1899,Agent 2,1.0,True
1899,Agent 3,1.0525254011154175,False
1899,Agent 4,1.0,True
1899,Agent 5,1.0,True
1900,Agent 1,1.0,True
1900,Agent 2,1.0,True
1900,Agent 3,1.0453438758850098,False
1900,Agent 4,1.0025066137313843,False
1900,Agent 5,1.0,True
1901,Agent 1,1.0,True
1901,Agent 2,1.0,True
1901,Agent 3,1.0218174457550049,False
1901,Agent 4,1.0,True
1901,Agent 5,1.0,True
1902,Agent 1,1.0,True
1902,Agent 2,1.0223721265792847,False
1902,Agent 3,1.0,True
1902,Agent 4,1.0035542249679565,False
1902,Agent 5,1.0096629858016968,False
1903,Agent 1,1.0,True
1903,Agent 2,1.0419224500656128,False
1903,Agent 3,1.0,True
1903,Agent 4,1.0,True
1903,Agent 5,1.003758192062378,False
1904,Agent 1,1.0,True
1904,Agent 2,1.0418251752853394,False
1904,Agent 3,1.0,True
1904,Agent 4,1.0,True
1904,Agent 5,1.0,True
1905,Agent 1,1.0,True
1905,Agent 2,1.042273998260498,False
1905,Agent 3,1.0,True
1905,Agent 4,1.0065383911132812,False
1905,Agent 5,1.0,True
1906,Agent 1,1.0080957412719727,False
1906,Agent 2,1.0261270999908447,False
1906,Agent 3,1.0,True
1906,Agent 4,1.0075217485427856,False
1906,Agent 5,1.0031358003616333,False
1907,Agent 1,1.0016365051269531,True
1907,Agent 2,1.0027930736541748,False
1907,Agent 3,1.0025534629821777,False
1907,Agent 4,1.0078390836715698,False
1907,Agent 5,1.0067477226257324,False
1908,Agent 1,1.0,True
1908,Agent 2,1.0,True
1908,Agent 3,1.0179228782653809,False
1908,Agent 4,1.0060688257217407,False
1908,Agent 5,1.0005546808242798,False
1909,Agent 1,1.0004360675811768,False
1909,Agent 2,1.0,True
1909,Agent 3,1.0191795825958252,False
1909,Agent 4,1.002899408340454,False
1909,Agent 5,1.0,True
1910,Agent 1,1.0,True
1910,Agent 2,1.0,True
1910,Agent 3,1.0047181844711304,False
1910,Agent 4,1.0,True
1910,Agent 5,1.0,True
1911,Agent 1,1,True
1911,Agent 2,1,True
1911,Agent 3,1,True
1911,Agent 4,1,True
1911,Agent 5,1,True
1912,Agent 1,1.0,True
1912,Agent 2,1.0254380702972412,False
1912,Agent 3,1.0,True
1912,Agent 4,1.7664158344268799,False
1912,Agent 5,1.0,True
1913,Agent 1,1.0,True
1913,Agent 2,1.0456382036209106,False
1913,Agent 3,1.0,True
1913,Agent 4,1.0021514892578125,False
1913,Agent 5,1.0105853080749512,False
1914,Agent 1,1.0,True
1914,Agent 2,1.0528544187545776,False
1914,Agent 3,1.0068385601043701,False
1914,Agent 4,1.0020990371704102,False
1914,Agent 5,1.0183017253875732,False
1915,Agent 1,1.0,True
1915,Agent 2,1.0459229946136475,False
1915,Agent 3,1.0230838060379028,False
1915,Agent 4,1.0017306804656982,False
1915,Agent 5,1.0216460227966309,False
1916,Agent 1,1.0047335624694824,False
1916,Agent 2,1.0196739435195923,False
1916,Agent 3,1.0285828113555908,False
1916,Agent 4,1.0010693073272705,True
1916,Agent 5,1.0209996700286865,False
1917,Agent 1,1.0,True
1917,Agent 2,1.0,True
1917,Agent 3,1.0173592567443848,False
1917,Agent 4,1.0018203258514404,False
1917,Agent 5,1.016521692276001,False
1918,Agent 1,1.0,True
1918,Agent 2,1.0,True
1918,Agent 3,1.0,True
1918,Agent 4,1.0063250064849854,False
1918,Agent 5,1.0103528499603271,False
1919,Agent 1,1.0,True
1919,Agent 2,1.0,True
1919,Agent 3,1.0,True
1919,Agent 4,1.0111690759658813,False
1919,Agent 5,1.0,True
1920,Agent 1,1.0027443170547485,False
1920,Agent 2,1.012094497680664,False
1920,Agent 3,1.0,True
1920,Agent 4,1.0022670030593872,False
1920,Agent 5,1.0,True
1921,Agent 1,1.0,True
1921,Agent 2,1.0241217613220215,False
1921,Agent 3,1.0043715238571167,False
1921,Agent 4,1.0009459257125854,False
1921,Agent 5,1.0,True
1922,Agent 1,1.0,True
1922,Agent 2,1.0178945064544678,False
1922,Agent 3,1.0125080347061157,False
1922,Agent 4,1.0,True
1922,Agent 5,1.0,True
1923,Agent 1,1.0,True
1923,Agent 2,1.0017192363739014,False
1923,Agent 3,1.0152544975280762,False
1923,Agent 4,1.0028187036514282,False
1923,Agent 5,1.0,True
1924,Agent 1,1.0,True
1924,Agent 2,1.0,True
1924,Agent 3,1.0011730194091797,False
1924,Agent 4,1.0,True
1924,Agent 5,1.0,True
1925,Agent 1,1,True
1925,Agent 2,1,True
1925,Agent 3,1,True
1925,Agent 4,1,True
1925,Agent 5,1,True
1926,Agent 1,1.017782211303711,False
1926,Agent 2,1.0,True
1926,Agent 3,1.0,True
1926,Agent 4,1.0035583972930908,False
1926,Agent 5,1.0208518505096436,False
1927,Agent 1,1.0050517320632935,False
1927,Agent 2,1.0,True
1927,Agent 3,1.0,True
1927,Agent 4,1.0,True
1927,Agent 5,1.0248897075653076,False
1928,Agent 1,1.0,True
1928,Agent 2,1.0,True
1928,Agent 3,1.0,True
1928,Agent 4,1.0,True
1928,Agent 5,1.0292669534683228,False
1929,Agent 1,1.0,True
1929,Agent 2,1.0,True
1929,Agent 3,1.0075485706329346,False
1929,Agent 4,1.0063838958740234,False
1929,Agent 5,1.0222010612487793,False
1930,Agent 1,1.0,True
1930,Agent 2,1.0327973365783691,False
1930,Agent 3,1.028942584991455,False
1930,Agent 4,1.0199686288833618,False
1930,Agent 5,1.0169719457626343,False
1931,Agent 1,1.004700779914856,False
1931,Agent 2,1.0605047941207886,False
1931,Agent 3,1.0388689041137695,False
1931,Agent 4,1.0287176370620728,False
1931,Agent 5,1.0025315284729004,True
1932,Agent 1,1.0,True
1932,Agent 2,1.0609188079833984,False
1932,Agent 3,1.028064250946045,False
1932,Agent 4,1.0227137804031372,False
1932,Agent 5,1.0,True
1933,Agent 1,1.0003050565719604,False
1933,Agent 2,1.0508476495742798,False
1933,Agent 3,1.0057429075241089,False
1933,Agent 4,1.0265275239944458,False
1933,Agent 5,1.0,True
1934,Agent 1,1.0108548402786255,False
1934,Agent 2,1.0364396572113037,False
1934,Agent 3,1.0,True
1934,Agent 4,1.034665822982788,False
1934,Agent 5,1.0,True
1935,Agent 1,1.0,True
1935,Agent 2,1.0,True
1935,Agent 3,1.0,True
1935,Agent 4,1.030724048614502,False
1935,Agent 5,1.0,True
1936,Agent 1,1.0,True
1936,Agent 2,1.0,True
1936,Agent 3,1.0,True
1936,Agent 4,1.030709147453308,False
1936,Agent 5,1.0,True
1937,Agent 1,1.0,True
1937,Agent 2,1.0,True
1937,Agent 3,1.0,True
1937,Agent 4,1.0302048921585083,False
1937,Agent 5,1.0090973377227783,False
1938,Agent 1,1.0,True
1938,Agent 2,1.0,True
1938,Agent 3,1.0357592105865479,False
1938,Agent 4,1.0292558670043945,False
1938,Agent 5,1.0171281099319458,False
1939,Agent 1,1.0,True
1939,Agent 2,1.0008535385131836,False
1939,Agent 3,1.0571644306182861,False
1939,Agent 4,1.0279057025909424,False
1939,Agent 5,1.0200412273406982,False
1940,Agent 1,1.00285005569458,True
1940,Agent 2,1.0097383260726929,False
1940,Agent 3,1.0632436275482178,False
1940,Agent 4,1.0261905193328857,False
1940,Agent 5,1.016737699508667,False
1941,Agent 1,1.0192675590515137,False
1941,Agent 2,1.0099372863769531,False
1941,Agent 3,1.0429902076721191,False
1941,Agent 4,1.0241432189941406,False
1941,Agent 5,1.0034009218215942,True
1942,Agent 1,1.0316622257232666,False
